-616981	-1054314
-616715	-1054314
-616509	-1054269
-616145	-1053807
-616003	-1053588
-615416	-1053427
-614146	-1053233
-612886	-1052695
-612331	-1052602
-611774	-1052668
-611533	-1052613
-610598	-1052322
-610416	-1051909
-610456	-1051634
-610618	-1051062
-610570	-1050808
-610431	-1050682
-610357	-1050440
-610107	-1050321
-609899	-1050028
-609515	-1049947
